id_abonnement;produit_ar_ref;id_adherent;annee;qte;reglt_mois_depart;MR_No;reglt_mois_nb;nb;nb_initial;DO_Piece;id_abonnement_prec;reste_precedent
29078;ABF1;257725;2025;1;1;41;12;50;0;AFA250271;0;0
29001;APS15;259270;2025;1;1;41;12;25;25;;0;0
29003;ABOEUF6;259270;2025;1;1;41;12;25;0;;0;0
29007;ABOEUF6;21678;2025;1;1;41;12;50;0;;0;0
29008;ABF2;21678;2025;1;1;41;12;21;0;;0;0
29009;ABOEUF6;259609;2025;1;1;41;12;50;0;;0;0
29010;ABF1;259609;2025;1;1;41;12;25;0;;0;0
29011;ABOEUF6;545;2025;1;1;5;12;50;0;;0;0
29012;ABF1;545;2025;1;1;5;12;10;0;;0;0
29013;ABOEUF6;166154;2025;1;1;20;12;50;0;;0;0
29016;MPSSO;260758;2025;1;1;5;12;10;50;;0;0
29019;APS;260808;2025;1;1;41;12;50;50;;0;0
29035;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29036;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29037;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29038;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29039;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29040;MPSSO;260475;2025;1;1;5;12;24;50;;0;0
29044;ABOEUF6;242178;2025;1;1;41;12;50;0;;0;0
29045;ABOEUF6;44513;2025;1;1;41;12;50;0;;0;0
29046;ABOEUF6;259715;2025;1;1;41;12;50;0;;0;0
29047;ABF2;258281;2025;1;1;41;12;25;0;;0;0
29101;ABOEUF6;451;2025;1;1;41;12;50;0;;0;0
29049;ABF1;258061;2025;1;1;41;12;50;0;;0;0
29050;ABF2;259436;2025;1;1;41;12;44;0;;0;0
29051;ABF1;258038;2025;1;1;41;12;25;0;;0;0
29052;ABOEUF6;443;2025;1;1;41;12;50;0;;0;0
29053;ABF2;443;2025;1;1;41;12;24;0;AFA250259;0;0
29054;ABOEUF6;2336;2025;1;1;43;12;25;0;;0;0
29055;ABF1;259318;2025;1;1;41;12;50;0;AFA250271;0;0
29056;ABOEUF6;49909;2025;1;1;41;12;50;0;AFA250246;0;0
29057;ABF3;577;2025;1;1;41;12;13;0;;0;0
29058;ABOEUF6;259382;2025;1;1;41;12;50;0;;0;0
29059;ABOEUF6;259243;2025;1;1;41;12;50;0;;0;0
29060;ABF2;258942;2025;1;1;41;12;25;0;;0;0
29061;ABOEUF6;259852;2025;1;1;41;12;50;0;;0;0
29062;ABF1;259852;2025;1;1;41;12;25;0;;0;0
29063;ABF3;260015;2025;1;1;41;12;50;0;;0;0
29064;ABF3;260519;2025;1;1;41;12;3;0;AFA250254;0;0
29065;ABOEUF6;518;2025;1;1;41;12;50;0;;0;0
29066;APS;257961;2025;1;1;41;12;50;50;AFA250173;0;0
29067;ABOEUF6;257961;2025;1;1;41;12;50;0;;0;0
29068;ABF3;257961;2025;1;1;41;12;18;0;;0;0
29069;ABOEUF6;1573;2025;1;1;41;12;50;0;;0;0
29071;APS;260342;2025;1;1;41;12;38;50;;0;0
29074;ABF1;66778;2025;1;1;41;12;50;0;;0;0
29075;ABOEUF6;66778;2025;1;1;41;12;50;0;;0;0
29159;ABF1;1589;2025;1;1;41;12;12;0;;0;0
29077;ABOEUF6;260158;2025;1;1;41;12;50;0;;0;0
29080;APS15;68942;2025;1;1;41;12;25;25;AFA250166;0;0
29327;ABOEUF6;299;2025;1;1;41;12;50;0;;0;0
29083;ABF2;258622;2025;1;1;5;12;50;0;;0;0
29084;ABF2;258770;2025;1;1;41;12;50;0;AFA250258;0;0
29085;ABOEUF6;258346;2025;1;1;41;12;50;0;AFA250245;0;0
29086;ABOEUF6;592;2025;1;1;41;12;50;0;;0;0
29087;ABF1;259270;2025;1;1;41;12;29;0;AFA250271;0;0
29088;ABF2;258911;2025;1;1;44;12;4;0;;0;0
29089;ABOEUF6;258911;2025;1;1;44;12;4;0;;0;0
29090;ABOEUF6;54;2025;1;1;41;12;50;0;AFA250245;0;0
29092;ABF1;258818;2025;1;1;41;12;45;0;AFA250270;0;0
29529;ABF1;260815;2025;1;1;41;12;25;0;;0;0
29528;ABOEUF6;260815;2025;1;1;41;12;50;0;;0;0
29527;APS;260815;2025;1;1;41;12;50;50;;0;0
29097;ABOEUF6;380;2025;1;1;41;12;50;0;;0;0
29100;ABOEUF6;260422;2025;1;1;41;12;25;0;AFA250245;0;0
29102;ABF2;173;2025;1;1;41;12;50;0;;0;0
29103;ABOEUF6;351;2025;1;1;41;12;50;0;;0;0
29104;ABF1;237779;2025;1;1;41;12;50;0;;0;0
29105;ABOEUF6;473;2025;1;1;41;12;50;0;;0;0
29106;ABOEUF6;24312;2025;1;1;41;12;50;0;;0;0
29109;ABF2;258794;2025;1;1;41;12;25;0;;0;0
29110;ABF2;47476;2025;1;1;40;12;25;0;;0;0
29111;ABOEUF6;85;2025;1;1;41;12;50;0;;0;0
29112;ABF2;85;2025;1;1;41;12;25;0;;0;0
29113;APS15;260737;2025;1;1;41;12;25;25;AFA250165;0;0
29115;ABF1;260402;2025;1;1;20;12;50;0;;0;0
29116;ABOEUF6;260402;2025;1;1;20;12;25;0;AFA250244;0;0
29117;ABOEUF6;257824;2025;1;1;41;12;50;0;;0;0
29118;ABF1;257660;2025;1;1;41;12;25;0;AFA250270;0;0
29119;ABF1;249807;2025;1;1;41;12;25;0;;0;0
29120;APS;478;2025;1;1;41;12;50;50;AFA250173;0;0
29122;APS;154;2025;1;1;5;12;50;50;;0;0
29123;ABF1;258339;2025;1;1;41;12;50;0;AFA250270;0;0
29124;ABF1;123107;2025;1;1;41;12;50;0;;0;0
29125;ABF1;115;2025;1;1;41;12;12;0;;0;0
29126;ABOEUF6;77;2025;1;1;41;12;25;0;;0;0
29127;ABOEUF6;336;2025;1;1;41;12;25;0;;0;0
29128;ABF1;48803;2025;1;1;41;12;50;0;AFA250270;0;0
29129;ABOEUF6;165;2025;1;1;41;12;50;0;;0;0
29131;ABF1;251610;2025;1;1;41;12;17;0;;0;0
29132;ABF3;257879;2025;1;1;41;12;50;0;;0;0
29133;ABOEUF6;257879;2025;1;1;41;12;50;0;;0;0
29134;ABOEUF6;259392;2025;1;1;41;12;50;0;;0;0
29135;ABF1;259392;2025;1;1;41;12;25;0;AFA250269;0;0
29137;APS15;259380;2025;1;1;41;12;25;25;;0;0
29138;ABF1;259380;2025;1;1;41;12;25;0;;0;0
29146;ABOEUF6;1571;2025;1;1;41;12;100;0;;0;0
29145;ABF1;260444;2025;1;1;41;12;25;0;AFA250269;0;0
29147;ABF2;260201;2025;1;1;41;12;25;0;AFA250258;0;0
29149;APS;258724;2025;1;1;5;12;50;50;;0;0
29150;ABF1;259545;2025;1;1;41;12;50;0;;0;0
29166;ABF1;260391;2025;1;1;41;12;50;0;;0;0
29167;ABF2;125845;2025;1;1;41;12;50;0;;0;0
29168;ABOEUF6;125845;2025;1;1;41;12;50;0;;0;0
29204;ABOEUF6;260375;2025;1;1;41;12;50;0;;0;0
29171;APSS12;257801;2025;1;1;5;12;12;12;;0;0
29172;ABOEUF6;258522;2025;1;1;41;12;12;0;;0;0
29173;APF;259435;2025;1;1;41;12;50;50;;0;0
29174;ABF2;259435;2025;1;1;41;12;9;0;;0;0
29360;ABOEUF6;260249;2025;1;1;44;12;50;0;AFA250243;0;0
29179;APF15;258466;2025;1;1;41;12;25;25;;0;0
29178;ABOEUF6;258466;2025;1;1;41;12;50;0;;0;0
29184;ABF1;149;2025;1;1;41;12;21;0;AFA250269;0;0
29186;ABOEUF6;259383;2025;1;1;41;12;50;0;;0;0
29187;ABF1;259383;2025;1;1;41;12;25;0;AFA250269;0;0
29188;APF15;363;2025;1;1;41;12;25;25;;0;0
29189;ABF2;363;2025;1;1;41;12;25;0;AFA250257;0;0
29192;ABF1;259421;2025;1;1;5;12;25;0;;0;0
29193;ABF1;259645;2025;1;1;41;12;50;0;;0;0
29194;ABF3;259645;2025;1;1;41;12;50;0;;0;0
29195;ABOEUF6;259645;2025;1;1;41;12;50;0;AFA250243;0;0
29197;ABOEUF6;259348;2025;1;1;41;12;50;0;;0;0
29199;ABF2;112452;2025;1;1;44;12;12;0;AFA250257;0;0
29201;ABOEUF6;257664;2025;1;1;5;12;25;0;;0;0
29202;ABF2;259024;2025;1;1;44;12;25;0;;0;0
29203;ABF1;54513;2025;1;1;41;12;47;0;AFA250268;0;0
29205;ABF1;259489;2025;1;1;41;12;44;0;AFA250268;0;0
29206;ABOEUF6;260265;2025;1;1;41;12;25;0;;0;0
29207;ABF1;260265;2025;1;1;41;12;10;0;;0;0
29209;ABF1;258846;2025;1;1;41;12;25;0;AFA250268;0;0
29210;ABF2;266;2025;1;1;43;12;25;0;;0;0
29211;ABOEUF6;120;2025;1;1;41;12;100;0;;0;0
29212;ABF2;120;2025;1;1;41;12;25;0;;0;0
29213;ABF2;586;2025;1;1;43;12;50;0;;0;0
29214;ABOEUF6;586;2025;1;1;43;12;100;0;;0;0
29215;ABF1;202;2025;1;1;41;12;50;0;;0;0
29216;APS15;260486;2025;1;1;41;12;25;25;AFA250165;0;0
29217;ABF1;260486;2025;1;1;41;12;25;0;;0;0
29219;ABOEUF6;259958;2025;1;1;41;12;50;0;AFA250242;0;0
29220;ABF1;259958;2025;1;1;41;12;25;0;;0;0
29221;APS15;260766;2025;1;1;5;12;2;25;AFA250165;0;0
29224;ABOEUF6;244231;2025;1;1;41;12;50;0;;0;0
29225;ABF1;260658;2025;1;1;41;12;25;0;;0;0
29226;ABF1;137401;2025;1;1;41;12;25;0;AFA250268;0;0
29227;ABOEUF6;362;2025;1;1;41;12;50;0;;0;0
29621;ABF1;1581;2025;1;2;26;11;11;0;;0;0
29229;ABOEUF6;258425;2025;1;1;41;12;100;0;;0;0
29556;APS;260411;2025;1;1;0;12;40;50;;0;0
29231;ABF1;260393;2025;1;1;41;12;25;0;;0;0
29232;ABF1;65196;2025;1;1;41;12;25;0;;0;0
29233;ABF1;260076;2025;1;1;40;12;25;0;;0;0
29234;APS15;260739;2025;1;1;41;12;25;25;;0;0
29235;ABF1;260739;2025;1;1;41;12;25;0;;0;0
29236;ABF3;356;2025;1;1;41;12;50;0;;0;0
29237;ABOEUF6;356;2025;1;1;41;12;50;0;;0;0
29241;MPSSO;260081;2025;1;1;5;12;25;50;;0;0
29242;MPSSO;260081;2025;1;1;5;12;25;50;;0;0
29243;MPSSO;260081;2025;1;1;5;12;25;50;;0;0
29244;MPSSO;260081;2025;1;1;5;12;25;50;AFA250156;0;0
29245;MPSSO;260081;2025;1;1;5;12;25;50;;0;0
29247;MPSSO;260081;2025;1;1;5;12;25;50;;0;0
29248;ABF2;260081;2025;1;1;5;12;100;0;;0;0
29249;ABF1;260018;2025;1;1;5;12;25;0;;0;0
29250;ABF1;178012;2025;1;1;41;12;25;0;AFA250267;0;0
29252;ABF1;258065;2025;1;1;41;12;35;0;;0;0
29253;ABOEUF6;258151;2025;1;1;41;12;50;0;;0;0
29256;ABOEUF6;539;2025;1;1;5;12;12;0;;0;0
29255;ABF1;258151;2025;1;1;41;12;41;0;;0;0
29257;ABOEUF6;258757;2025;1;1;41;12;50;0;;0;0
29258;ABF2;258757;2025;1;1;41;12;44;0;;0;0
29260;MPSSO;260799;2025;1;1;5;12;18;50;;0;0
29261;MPSSO;260802;2025;1;1;5;12;19;50;;0;0
29262;MPSSO;260806;2025;1;1;5;12;20;50;;0;0
29266;MPSSO;260809;2025;1;1;5;12;25;50;;0;0
29267;ABOEUF6;259857;2025;1;1;41;12;50;0;AFA250241;0;0
29268;ABF1;259857;2025;1;1;41;12;25;0;AFA250267;0;0
29269;MPSSO;260810;2025;1;1;13;12;25;50;;0;0
29270;ABF2;259463;2025;1;1;41;12;24;0;;0;0
29271;APF15;259811;2025;1;1;41;12;25;25;;0;0
29272;ABOEUF6;259811;2025;1;1;41;12;75;0;;0;0
29273;MPSSO;260811;2025;1;1;5;12;25;50;;0;0
29274;ABF3;259811;2025;1;1;41;12;25;0;AFA250254;0;0
29281;APS15;260714;2025;1;1;41;12;25;25;;0;0
29522;APS;260171;2025;1;1;0;12;50;50;;0;0
29283;ABOEUF6;260714;2025;1;1;41;12;75;0;AFA250241;0;0
29286;MPSSO;260742;2025;1;1;5;12;50;50;;0;0
29287;MPSSO;260791;2025;1;1;40;12;50;50;;0;0
29288;MPSSO;260734;2025;1;1;40;12;50;50;;0;0
29290;ABF2;89;2025;1;1;41;12;50;0;AFA250257;0;0
29291;ABF1;260759;2025;1;1;41;12;50;0;;0;0
29292;ABOEUF6;260759;2025;1;1;41;12;50;0;;0;0
29293;ABF1;111932;2025;1;1;41;12;25;0;;0;0
29294;ABOEUF6;111932;2025;1;1;41;12;100;0;AFA250241;0;0
29295;ABF1;258801;2025;1;1;41;12;25;0;AFA250266;0;0
29296;ABF2;258799;2025;1;1;41;12;25;0;AFA250256;0;0
29297;ABOEUF6;1579;2025;1;1;41;12;25;0;AFA250241;0;0
29298;ABOEUF6;258809;2025;1;1;5;12;50;0;;0;0
29299;ABF1;258809;2025;1;1;5;12;25;0;;0;0
29300;ABF1;260224;2025;1;1;41;12;36;0;;0;0
29301;ABOEUF6;260224;2025;1;1;41;12;4;0;;0;0
29302;ABF1;431;2025;1;1;41;12;50;0;AFA250266;0;0
29303;ABOEUF6;431;2025;1;1;41;12;100;0;;0;0
29304;ABF2;258095;2025;1;1;41;12;29;0;AFA250256;0;0
29305;MPSH;260224;2025;1;1;41;12;36;0;;0;0
29307;ABF2;259412;2025;1;1;41;12;25;0;;0;0
29542;APS;260817;2025;1;1;41;12;49;50;;0;0
29309;ABOEUF6;169;2025;1;1;20;12;100;0;;0;0
29310;ABF1;169;2025;1;1;20;12;50;0;;0;0
29413;APS;158804;2025;1;1;0;12;50;50;;0;0
29312;ABOEUF6;260719;2025;1;1;41;12;50;0;;0;0
29313;ABF1;260223;2025;1;1;41;12;2;0;;0;0
29554;ABF2;359;2025;1;1;41;12;41;0;;0;0
29383;ABF1;54498;2025;1;1;5;12;50;0;;0;0
29533;ABF1;258357;2025;1;1;41;12;48;0;;0;0
29317;ABOEUF6;260368;2025;1;1;41;12;50;0;AFA250240;0;0
29318;ABF1;258602;2025;1;1;41;12;50;0;AFA250266;0;0
29319;ABF1;257701;2025;1;1;41;12;50;0;;0;0
29320;ABF2;457;2025;1;1;41;12;50;0;AFA250256;0;0
29321;ABOEUF6;457;2025;1;1;41;12;50;0;;0;0
29322;ABF1;260680;2025;1;1;41;12;50;0;;0;0
29323;ABOEUF6;260680;2025;1;1;41;12;50;0;;0;0
29324;ABOEUF6;259427;2025;1;1;41;12;8;0;;0;0
29325;ABF1;259165;2025;1;1;20;12;25;0;;0;0
29612;ABOEUF6;260527;2025;1;1;41;12;25;0;AFA250276;0;0
29328;ABOEUF6;156;2025;1;1;41;12;50;0;;0;0
29546;APS15;260252;2025;1;1;41;12;25;25;;0;0
29330;ABF1;258282;2025;1;1;41;12;50;0;;0;0
29331;ABF1;258604;2025;1;1;41;12;25;0;;0;0
29332;ABF2;119994;2025;1;1;41;12;50;0;AFA250256;0;0
29333;ABF1;258127;2025;1;1;41;12;50;0;;0;0
29334;ABOEUF6;258531;2025;1;1;41;12;50;0;;0;0
29572;ABF1;259498;2025;1;1;5;12;1;0;;0;0
29336;ABF1;257772;2025;1;1;20;12;50;0;;0;0
29337;APDS;257772;2025;1;1;20;12;50;50;;0;0
29339;APS15;260783;2025;1;1;41;12;25;25;AFA250165;0;0
29340;ABF3;260783;2025;1;1;41;12;25;0;AFA250254;0;0
29540;ABF1;260451;2025;1;1;5;12;1;0;;0;0
29342;ABF1;260162;2025;1;1;41;12;25;0;;0;0
29345;APS15;259117;2025;1;1;41;12;19;25;;0;0
29347;APF;260772;2025;1;1;41;12;50;50;AFA250228;0;0
29614;APS;259057;2025;1;1;41;12;50;50;;0;0
29349;ABOEUF6;260772;2025;1;1;41;12;200;0;AFA250240;0;0
29351;ABF3;260775;2025;1;1;41;12;25;0;;0;0
29515;ABOEUF6;259976;2025;1;1;41;12;50;0;;0;0
29355;APF;258184;2025;1;1;0;12;50;50;;0;0
29356;ABF1;259543;2025;1;1;41;12;50;0;;0;0
29358;MPFH;498;2025;1;1;0;12;12;0;;0;0
29359;MPSH;498;2025;1;1;0;12;12;0;;0;0
29362;ABF1;260249;2025;1;1;44;12;50;0;AFA250264;0;0
29363;ABF1;139;2025;1;1;41;12;25;0;;0;0
29364;ABOEUF6;139;2025;1;1;41;12;50;0;;0;0
29365;ABF1;259040;2025;1;1;41;12;25;0;;0;0
29366;MPSH;258663;2025;1;1;0;12;12;0;;0;0
29367;MPSH;82665;2025;1;1;0;12;12;0;;0;0
29368;APF;259039;2025;1;1;0;12;50;50;;0;0
29369;APF;260175;2025;1;1;0;12;50;50;;0;0
29370;APS;257535;2025;1;1;0;12;50;50;;0;0
29371;APS;257538;2025;1;1;0;12;50;50;;0;0
29372;ABF1;260749;2025;1;1;44;12;50;0;;0;0
29373;APS;257539;2025;1;1;0;12;50;50;;0;0
29374;APS;257886;2025;1;1;0;12;50;50;;0;0
29375;MPSH;260592;2025;1;1;0;12;12;0;;0;0
29376;MPSH;185999;2025;1;1;0;12;12;0;;0;0
29377;ABF2;260594;2025;1;1;20;12;25;0;AFA250256;0;0
29378;APS;260559;2025;1;1;0;12;50;50;;0;0
29379;MPSSO;257860;2025;1;1;0;12;50;50;;0;0
29380;ABF1;258948;2025;1;1;41;12;50;0;;0;0
29493;MPSSO;190584;2025;1;1;5;12;1;50;;0;0
29491;ABF1;1551;2025;1;1;41;12;25;0;;0;0
29384;ABOEUF6;54498;2025;1;1;5;12;50;0;;0;0
29385;ABF1;258075;2025;1;1;5;12;11;0;;0;0
29386;APS;260813;2025;1;1;41;12;50;50;;0;0
29387;ABF1;260813;2025;1;1;41;12;25;0;;0;0
29388;ABF3;259337;2025;1;1;41;12;46;0;;0;0
29389;APS15;166;2025;1;1;41;12;8;25;;0;0
29391;ABOEUF6;259452;2025;1;1;41;12;50;0;AFA250239;0;0
29412;ABF2;259805;2025;1;1;41;12;25;0;AFA250256;0;0
29393;ABF1;258634;2025;1;1;41;12;50;0;;0;0
29394;ABOEUF6;260142;2025;1;1;41;12;100;0;;0;0
29395;ABF3;260492;2025;1;1;41;12;50;0;AFA250253;0;0
29396;ABF1;436;2025;1;1;41;12;50;0;AFA250263;0;0
29397;ABOEUF6;260225;2025;1;1;41;12;50;0;;0;0
29398;ABF1;260225;2025;1;1;41;12;25;0;AFA250263;0;0
29399;ABF1;259605;2025;1;1;41;12;50;0;AFA250263;0;0
29400;ABOEUF6;259605;2025;1;1;41;12;100;0;;0;0
29401;ABOEUF6;458;2025;1;1;41;12;50;0;AFA250239;0;0
29402;ABF1;458;2025;1;1;41;12;50;0;;0;0
29403;ABF1;342;2025;1;1;41;12;50;0;AFA250263;0;0
29404;ABOEUF6;342;2025;1;1;41;12;50;0;;0;0
29405;ABF1;258060;2025;1;1;41;12;50;0;;0;0
29406;ABF2;166;2025;1;1;41;12;23;0;AFA250256;0;0
29407;ABF3;42348;2025;1;1;41;12;8;0;AFA250253;0;0
29408;ABF2;212873;2025;1;1;41;12;35;0;AFA250256;0;0
29409;ABOEUF6;258774;2025;1;1;41;12;100;0;AFA250239;0;0
29410;ABF3;258774;2025;1;1;41;12;45;0;AFA250253;0;0
29411;ABF3;259452;2025;1;1;41;12;44;0;AFA250253;0;0
29414;APS;158805;2025;1;1;0;12;50;50;;0;0
29415;APF;158810;2025;1;1;0;12;50;50;;0;0
29416;APF;158811;2025;1;1;0;12;50;50;;0;0
29417;APS;259016;2025;1;1;0;12;50;50;;0;0
29418;APS;259017;2025;1;1;0;12;50;50;;0;0
29419;APDS;259018;2025;1;1;0;12;50;50;;0;0
29420;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29421;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29422;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29423;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29424;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29425;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29426;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29427;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29428;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29429;MPSSO;259706;2025;1;1;0;12;25;50;;0;0
29581;MPSSO;260825;2025;1;2;41;11;25;50;;0;0
29440;ABF1;272;2025;1;1;41;12;20;0;;0;0
29550;ABF2;259607;2025;1;1;5;12;25;0;;0;0
29442;ABOEUF6;257629;2025;1;1;5;12;50;0;;0;0
29443;ABF1;257629;2025;1;1;5;12;25;0;;0;0
29444;ABF2;259176;2025;1;1;41;12;50;0;;0;0
29445;ABOEUF6;259176;2025;1;1;41;12;50;0;;0;0
29446;ABF1;260435;2025;1;1;41;12;12;0;;0;0
29447;ABOEUF6;260660;2025;1;1;41;12;75;0;;0;0
29448;ABF1;260660;2025;1;1;41;12;25;0;AFA250263;0;0
29449;ABF1;257680;2025;1;1;41;12;25;0;AFA250262;0;0
29450;ABF1;535;2025;1;1;41;12;50;0;;0;0
29451;ABOEUF6;535;2025;1;1;41;12;50;0;AFA250238;0;0
29452;ABF1;259522;2025;1;1;41;12;12;0;;0;0
29454;ABF1;259970;2025;1;1;41;12;25;0;;0;0
29455;ABF1;260694;2025;1;1;41;12;25;0;;0;0
29457;APS15;166;2025;1;1;41;12;25;25;AFA250164;0;0
29458;ABOEUF6;259389;2025;1;1;41;12;25;0;AFA250238;0;0
29459;ABF1;259389;2025;1;1;41;12;25;0;;0;0
29460;APS15;259621;2025;1;1;41;12;25;25;AFA250164;0;0
29462;ABF1;260441;2025;1;1;41;12;25;0;;0;0
29463;ABOEUF6;260441;2025;1;1;41;12;50;0;AFA250238;0;0
29464;ABF3;259156;2025;1;1;41;12;50;0;AFA250253;0;0
29465;ABF3;413;2025;1;1;41;12;11;0;AFA250253;0;0
29466;APF;260711;2025;1;1;41;12;50;50;;0;0
29467;ABF1;239121;2025;1;1;41;12;50;0;;0;0
29468;ABF3;239121;2025;1;1;41;12;50;0;;0;0
29469;APF;239121;2025;1;1;41;12;50;50;AFA250228;0;0
29470;ABF1;258443;2025;1;1;41;12;50;0;;0;0
29471;ABOEUF6;258443;2025;1;1;41;12;100;0;;0;0
29472;ABOEUF6;374;2025;1;1;41;12;50;0;;0;0
29473;APF15;260776;2025;1;1;41;12;25;25;;0;0
29474;ABOEUF6;260776;2025;1;1;41;12;50;0;;0;0
29476;ABOEUF6;257847;2025;1;1;41;12;100;0;;0;0
29477;ABOEUF6;257603;2025;1;1;41;12;50;0;AFA250238;0;0
29478;ABOEUF6;117;2025;1;1;41;12;100;0;;0;0
29479;ABF2;417;2025;1;1;41;12;50;0;;0;0
29480;ABF3;259786;2025;1;1;41;12;50;0;;0;0
29481;ABF2;251;2025;1;1;41;12;50;0;;0;0
29482;ABF1;258865;2025;1;1;41;12;50;0;;0;0
29483;ABOEUF6;259786;2025;1;1;41;12;100;0;AFA250237;0;0
29484;ABOEUF6;375;2025;1;1;41;12;25;0;AFA250237;0;0
29487;MPSSO;190584;2025;1;1;5;12;1;50;;0;0
29486;ABOEUF6;258298;2025;1;1;5;12;50;0;;0;0
29488;MPSSO;190584;2025;1;1;5;12;1;50;;0;0
29489;MPSSO;190584;2025;1;1;5;12;1;50;;0;0
29495;APF15;210;2025;1;1;41;12;25;25;AFA250226;0;0
29496;APS15;210;2025;1;1;41;12;25;25;;0;0
29497;ABF1;210;2025;1;1;41;12;25;0;;0;0
29499;ABF2;258222;2025;1;1;41;12;25;0;;0;0
29500;ABOEUF6;258222;2025;1;1;41;12;25;0;;0;0
29501;APDS15;260285;2025;1;1;41;12;25;25;;0;0
29502;ABOEUF6;260285;2025;1;1;41;12;50;0;AFA250237;0;0
29503;APS15;145109;2025;1;1;5;12;25;25;;0;0
29505;ABOEUF6;268;2025;1;1;41;12;50;0;;0;0
29506;APS;260630;2025;1;1;41;12;50;50;;0;0
29510;ABF2;562;2025;1;1;41;12;1;0;;0;0
29511;APDS15;562;2025;1;1;41;12;25;25;;0;0
29513;ABF3;117;2025;1;1;41;12;25;0;;0;0
29514;APS15;259847;2025;1;1;41;12;25;25;;0;0
29516;ABF2;258079;2025;1;1;41;12;50;0;;0;0
29517;ABOEUF6;257595;2025;1;1;43;12;50;0;;0;0
29518;ABF1;260711;2025;1;1;41;12;50;0;AFA250261;0;0
29519;ABF2;260746;2025;1;1;41;12;50;0;;0;0
29520;ABOEUF6;260746;2025;1;1;41;12;50;0;AFA250237;0;0
29521;APS;258441;2025;1;1;41;12;50;50;;0;0
29523;ABOEUF6;258842;2025;1;1;41;12;25;0;AFA250237;0;0
29524;ABF3;260136;2025;1;1;41;12;50;0;;0;0
29525;ABOEUF6;212;2025;1;1;41;12;50;0;;0;0
29553;ABF1;260290;2025;1;1;41;12;44;0;;0;0
29531;APS15;259541;2025;1;1;41;12;25;25;;0;0
29561;ABF4;260821;2025;1;1;0;12;50;0;;0;0
29562;ABF1;622;2025;1;1;41;12;25;0;;0;0
29563;APS15;260558;2025;1;1;41;12;25;25;;0;0
29566;MPSSO;260654;2025;1;1;40;12;49;50;;0;0
29620;ABF1;258502;2025;1;1;41;12;43;0;;0;0
29594;MPSH;257751;2025;1;2;40;11;3;0;;0;0
29571;ABF2;237834;2025;1;1;41;12;25;0;AFA250255;0;0
29574;ABF1;260285;2025;1;1;41;12;25;0;;0;0
29582;APS;260826;2025;1;2;41;11;47;50;;0;0
29584;APDF;260681;2025;1;2;41;11;46;50;;0;0
29589;MPSSO;260828;2025;1;2;44;11;25;50;;0;0
29588;MPSSO;260827;2025;1;2;44;11;25;50;AFA250154;0;0
29590;MPSSO;260007;2025;1;2;24;11;1;50;;0;0
29591;ABF4;260369;2025;1;2;5;11;188;0;;0;0
29592;ABF4;260829;2025;1;2;5;11;282;0;;0;0
29593;ABOEUF6;258594;2025;1;2;41;11;49;0;;0;0
29598;MPSH;257751;2025;1;11;27;2;5;0;;0;0
29602;ABF1;258903;2025;1;2;0;11;1;0;;0;0
29600;MPSH;633;2025;1;2;0;11;1;0;;0;0
29603;ABF1;260196;2025;1;2;26;11;23;0;AFA250275;0;0
29609;APF;260830;2025;1;2;26;11;47;50;AFA250275;0;0
29622;APS15;259190;2025;1;2;5;11;23;25;;0;0
29610;ABOEUF6;260830;2025;1;2;26;11;48;0;AFA250275;0;0
29608;APS15;1581;2025;1;2;41;11;23;25;AFA250276;0;0
29611;ABF1;260830;2025;1;2;26;11;24;0;AFA250276;0;0
29623;ABOEUF6;259190;2025;1;2;5;11;23;0;;0;0
29624;APS15;260835;2025;1;2;41;11;23;25;AFA250279;0;0
29625;ABOEUF6;260835;2025;1;2;41;11;23;0;AFA250279;0;0
29626;ABF1;260835;2025;1;2;41;11;23;0;AFA250279;0;0
29627;APS15;260836;2025;1;2;26;11;23;25;AFA250280;0;0
29629;APS;44513;2025;1;2;0;11;1;50;;0;0
29630;ABOEUF6;44513;2025;1;2;0;11;1;0;;0;0
29631;ABOEUF6;260077;2025;1;2;43;11;46;0;AFA250278;0;0
29632;APS;260837;2025;1;2;44;11;46;50;AFA250278;0;0
29633;ABOEUF6;260837;2025;1;2;44;11;23;0;AFA250278;0;0
29634;ABF1;260837;2025;1;2;44;11;46;0;AFA250278;0;0
29635;MPSSO;260007;2025;1;2;6;11;20;0;;0;0
29636;MPSSO;260838;2025;1;2;5;11;25;0;AFA250279;0;0
29637;MPSSO;260839;2025;1;2;5;11;25;0;AFA250279;0;0
29638;MPSSO;260840;2025;1;2;44;11;25;0;AFA250279;0;0
29639;APS;260841;2025;1;2;44;11;46;50;AFA250279;0;0
